"cov.day3.b1"	"cov.day3.b2"	"cov.day3.b5"	"cov.day6.b7"	"cov.day6.b8"	"cov.day6.b9"	"cov.day9.b11"	"cov.day9.b12"	"cov.day9.b14"	"cov.day12.b16"	"cov.day12.b17"	"cov.day12.b19"	"cov.day19.b28"	"cov.day19.b32"	"cov.day19.b33"	"unnorm.day3.b1"	"unnorm.day3.b2"	"unnorm.day3.b5"	"unnorm.day6.b7"	"unnorm.day6.b8"	"unnorm.day6.b9"	"unnorm.day9.b11"	"unnorm.day9.b12"	"unnorm.day9.b14"	"unnorm.day12.b16"	"unnorm.day12.b17"	"unnorm.day12.b19"	"unnorm.day19.b28"	"unnorm.day19.b32"	"unnorm.day19.b33"	"unnorm.LG1"	"unnorm.LG2"	"unnorm.LG3"	"functional.category"	"protein.annotation"	"Accession"	"Taxa"	"norm.day3.b1"	"norm.day3.b2"	"norm.day3.b5"	"norm.day6.b7"	"norm.day6.b8"	"norm.day6.b9"	"norm.day9.b11"	"norm.day9.b12"	"norm.day9.b14"	"norm.day12.b16"	"norm.day12.b17"	"norm.day12.b19"	"norm.day19.b28"	"norm.day19.b32"	"norm.day19.b33"	"ave.unnorm.day3"	"ave.unnorm.day6"	"ave.unnorm.day9"	"ave.unnorm.day12"	"ave.unnorm.day19"	"ave.norm.day3"	"ave.norm.day6"	"ave.norm.day9"	"ave.norm.day12"	"ave.norm.day19"
"16-Bacillariophyta_bin5--"	1.870142728	2.876678978	0.739233249	0.363134017	0.591454122	0.975390567	2.024336005	0.866031014	2.461251176	1.038646578	0.464898271	0.244614465	0.503611146	0.335585824	0.266322456	1.2348	2.0724	0	1.4088	1.6905	0	1.3471	0.8263	0	2.6215	1.2033	0	1.5895	0.5247	0	2.4568	0.5661	0	"-"	"kegg:-_uniprot:A0A2H4MRL2_9STRA_Uncharacterized_protein_(TrEMBL)_pfam:SSB"	"Bacillariophyta_bin5_NODE_864_length_68806_cov_16.901950_36"	"Bacillariophyta_bin5"	6.60270460383813	7.20414066306706	0	38.7955942998312	28.5820985452528	0	6.65452769042657	9.54122873941325	0	25.2395767292462	25.8830818495343	0	31.5620496612281	15.6353445966776	0	1.1024	1.0331	0.724466666666667	1.27493333333333	0.704733333333333	4.60228175563506	22.4592309483613	5.39858547661327	17.0408861929269	15.7324647526352
"17-Bacillariophyta_bin5--"	1.870142728	2.876678978	0.739233249	0.363134017	0.591454122	0.975390567	2.024336005	0.866031014	2.461251176	1.038646578	0.464898271	0.244614465	0.503611146	0.335585824	0.266322456	0.9516	2.2232	1.023689747	1.1803	1.2891	1.379426479	1.1576	0.4483	1.090036035	1.6613	0.8385	0.418650866	0.8524	0.5309	0.572748423	0.7828	0.4643	0.728173733	"-"	"kegg:-_uniprot:A0A023HAM3_9STRA_Uncharacterized_protein_(TrEMBL)_pfam:YCF90"	"Bacillariophyta_bin5_NODE_864_length_68806_cov_16.901950_46"	"Bacillariophyta_bin5"	5.08838168206379	7.72835626429777	13.8479938285352	32.5031515843915	21.7954352172052	14.1422987433915	5.71841827216821	5.17648897964294	4.42878827495987	15.9948536411584	18.0362038816875	17.1147223856937	16.9257572388996	15.8200961432745	21.5058253668252	1.39949658233333	1.28294215966667	0.898645345	0.972816955333333	0.652016141	8.88824392496557	22.8136285149961	5.10789850892367	17.0485933028465	18.0838929163331
"18-Bacillariophyta_bin5-ribosomal-protein"	1.870142728	2.876678978	0.739233249	0.363134017	0.591454122	0.975390567	2.024336005	0.866031014	2.461251176	1.038646578	0.464898271	0.244614465	0.503611146	0.335585824	0.266322456	0.8232	1.4083	0	0.9486	0.9553	0	1.1328	0.6539	0	2.3313	0.7514	0	0.9927	0.6101	0	0.7209	0.5878	0	"ribosomal-protein"	"kegg:RR14_RR14_ribosomal_protein_14_30S_small_ribosomal_subunit_chloroplast_translation_protein_biosynthesis_uniprot:RR14_PHATC_30S_ribosomal_protein_S14_chloroplastic_(SwissProt)_pfam:BLOC1S3"	"Bacillariophyta_bin5_NODE_864_length_68806_cov_16.901950_62"	"Bacillariophyta_bin5"	4.40180306922542	4.89557580380107	0	26.1225871328931	16.1517176813251	0	5.5959089657154	7.55053790717938	0	22.4455560667144	16.1626757265355	0	19.7116368032093	18.1801481578674	0	0.743833333333333	0.634633333333333	0.595566666666667	1.02756666666667	0.534266666666667	3.09912629100883	14.0914349380727	4.3821489576316	12.8694105977499	12.6305949870255
"19-Bacillariophyta_bin5-photosystem"	1.870142728	2.876678978	0.739233249	0.363134017	0.591454122	0.975390567	2.024336005	0.866031014	2.461251176	1.038646578	0.464898271	0.244614465	0.503611146	0.335585824	0.266322456	0.9837	1.9624	1.067703724	1.3347	1.4622	1.271791816	1.1375	0.5702	1.158325553	1.5533	1.112	0.595783055	1.0396	0.7867	0.692014456	1.0078	0.7111	0.937477648	"photosystem"	"kegg:predicted_protein_uniprot:A0A023HCB3_9STRA_Photosystem_I_reaction_center_subunit_II_(TrEMBL)_pfam:PsaD"	"Bacillariophyta_bin5_NODE_9116_length_5178_cov_2.05029_2"	"Bacillariophyta_bin5"	5.26002633527338	6.82175527755395	14.4433942256296	36.7550253492225	24.7221203743678	13.03879552487	5.61912645524477	6.58405981751596	4.70624682395276	14.955038921815	23.9192113493578	24.3560026182425	20.6429108699671	23.4425873722246	25.9840820933252	1.33793457466667	1.35623060533333	0.955341851	1.087027685	0.839438152	8.84172527948564	24.8386470828201	5.6364776989045	21.0767509631384	23.3565267785057
"20-Bacillariophyta_bin5--"	1.870142728	2.876678978	0.739233249	0.363134017	0.591454122	0.975390567	2.024336005	0.866031014	2.461251176	1.038646578	0.464898271	0.244614465	0.503611146	0.335585824	0.266322456	1.1511	2.196	1.460422873	0.9878	1.1844	1.236507893	1.0767	0.9651	0.692701578	2.1554	0.7898	0.531256199	0.9362	0.5148	0.515430152	1.1962	0.8207	0.856874406	"-"	"kegg:-_uniprot:H2EV17_9STRA_Uncharacterized_protein_ycf90_(TrEMBL)_pfam:YCF90"	"Bacillariophyta_bin5_NODE_944_length_64770_cov_83.830871_59"	"Bacillariophyta_bin5"	6.15514518098321	7.63380278715271	19.7559143203528	27.2020783996119	20.0252218379163	12.6770540420861	5.31878105877982	11.143942704112	2.81442863188702	20.7520059821542	16.9886628810456	21.7181023616081	18.5897394733198	15.3403380948535	19.3536121490258	1.60250762433333	1.13623596433333	0.911500526	1.158818733	0.655476717333333	11.1816207628296	19.9681180932048	6.42571746492627	19.8195904082693	17.761229905733
"21-Bacillariophyta_bin5-photosystem"	1.870142728	2.876678978	0.739233249	0.363134017	0.591454122	0.975390567	2.024336005	0.866031014	2.461251176	1.038646578	0.464898271	0.244614465	0.503611146	0.335585824	0.266322456	1.0171	1.9765	1.288325667	1.0894	1.4706	1.300648928	1.0205	0.6443	0.937962592	1.9711	0.9415	0.405484349	0.9301	0.6908	0.544749498	0.6335	0.6309	0.959631324	"photosystem"	"kegg:psbF_photosystem_II_protein_VI_uniprot:A0A1D8DCL4_9STRA_Cytochrome_b559_subunit_beta_(TrEMBL)_pfam:Cytochrom_B559"	"Bacillariophyta_bin5_NODE_944_length_64770_cov_83.830871_62"	"Bacillariophyta_bin5"	5.43862232957869	6.87077013151518	17.4278641922937	29.9999435194748	24.8641432242821	13.3346473915612	5.0411591627053	7.43968737359792	3.81091780126386	18.9775814194229	20.2517423430039	16.5764665225337	18.4686142748715	20.584898127282	20.4545086502206	1.42730855566667	1.286882976	0.867587530666667	1.10602811633333	0.721883166	9.91241888446251	22.7329113784394	5.43058811252236	18.6019300949869	19.8360070174581
"22-Bacillariophyta_bin5--"	1.870142728	2.876678978	0.739233249	0.363134017	0.591454122	0.975390567	2.024336005	0.866031014	2.461251176	1.038646578	0.464898271	0.244614465	0.503611146	0.335585824	0.266322456	0.8115	1.6581	1.087590694	1.4166	1.3237	1.450724602	1.4427	0.4389	1.07742846	1.2675	0.6666	0.454590052	0.7671	0.5194	0.821889699	0.8336	0.6095	1.080981255	"-"	"kegg:rbcS_ribulose_bisphosphate_carboxylase_small_chain_uniprot:H2EV69_9STRA_Ribulose-1_5-bisphosphate_carboxylase/oxygenase_small_subunit_(TrEMBL)_pfam:RuBisCO_small"	"Bacillariophyta_bin5_NODE_944_length_64770_cov_83.830871_7"	"Bacillariophyta_bin5"	4.33924099936398	5.76393825199358	14.7124158101823	39.0103910314742	22.3804340989951	14.8732687303095	7.12678130723659	5.06794783217775	4.37756402315275	12.2033810811824	14.3386207603254	18.5839399154093	15.231990119615	15.4774118229738	30.8606983933792	1.18573023133333	1.39700820066667	0.98634282	0.796230017333333	0.702796566333333	8.27186502051327	25.4213646202596	5.5240977208557	15.041980585639	20.523366778656
"23-Bacillariophyta_bin5-ATP-synthase"	1.870142728	2.876678978	0.739233249	0.363134017	0.591454122	0.975390567	2.024336005	0.866031014	2.461251176	1.038646578	0.464898271	0.244614465	0.503611146	0.335585824	0.266322456	0.9725	1.2224	0	1.5882	1.0279	0	1.4538	0.4042	0	2.194	0.9171	0	1.637	0.7965	0	1.7111	0.7126	0	"ATP-synthase"	"kegg:atpA_ATP_synthase_alpha_chain_thylakoid_ATPase_plastid_protein_uniprot:A0A2H4MMQ0_9STRA_ATP_synthase_subunit_alpha_chloroplastic_(TrEMBL)_pfam:ATP-synt_ab"	"Bacillariophyta_bin5_NODE_9671_length_12862_cov_8.321476_9"	"Bacillariophyta_bin5"	5.20013785814106	4.24934450228391	0	43.7359191276206	17.3792008841558	0	7.181614101657	4.66726934100307	0	21.1236434651788	19.7268963385755	0	32.5052376819317	23.734614010394	0	0.731633333333333	0.872033333333333	0.619333333333333	1.03703333333333	0.811166666666667	3.14982745347499	20.3717066705921	3.94962781422002	13.6168466012514	18.7466172307752
"24-Bacillariophyta_bin7--"	0.265903676	1.586405631	0.279571451	0.150590186	0.783381013	0.196217107	0.195796686	0.141532146	0.18000351	0.177720771	0.195579851	0.131879291	0.138734281	0.109988889	0.101032911	0.8891	1.4974	0.851258278	0.8757	1.4976	1.489573121	1.2981	0.3253	1.382660151	2.6435	1.0128	0.195846528	1.2048	0.4249	0.271359533	0.4145	0.2514	0.234280273	"-"	"kegg:Lhcf10_protein_fucoxanthin_chlorophyll_a/c_protein_uniprot:B7G5B6_PHATC_Protein_fucoxanthin_chlorophyll_a/c_protein_(TrEMBL)_pfam:Chloroa_b-bind"	"Bacillariophyta_bin7_NODE_16705_length_8900_cov_2.682663_3"	"Bacillariophyta_bin7"	33.4369202176806	9.43894783742103	30.4486840467842	58.151199839809	19.1171342571204	75.9145389397674	66.2983642123544	22.9841777429136	76.8129549807112	148.744571899252	51.7844754877127	14.8504383451682	86.8422708011151	38.6311748271228	26.8585286036151	1.07925275933333	1.28762437366667	1.00202005033333	1.28404884266667	0.633686511	24.4415173672953	51.0609576788989	55.3651656453264	71.793161910711	50.777324743951
"25-Bacillariophyta_bin7--"	0.265903676	1.586405631	0.279571451	0.150590186	0.783381013	0.196217107	0.195796686	0.141532146	0.18000351	0.177720771	0.195579851	0.131879291	0.138734281	0.109988889	0.101032911	1.2522	2.1077	1.36101985	1.0406	1.2932	1.408576846	0.9057	0.4312	0.728605866	1.8664	0.9186	0.477166384	0.9439	0.7697	0.98621124	0.8167	0.5577	1.424283862	"-"	"kegg:-_uniprot:-_pfam:ArfGap"	"Bacillariophyta_bin7_NODE_19084_length_8126_cov_1.939867_3"	"Bacillariophyta_bin7"	47.0922410264084	13.2860093207776	48.6823617050941	69.1014486163129	16.5079313710658	71.7866483476387	46.2571669880051	30.466576829832	40.4773143590367	105.018675616707	46.9680284192465	36.1820556041661	68.0365366942003	69.9797958682899	97.6128699290868	1.57363995	1.24745894866667	0.688501955333333	1.08738879466667	0.89993708	36.35353735076	52.4653427783391	39.0670193922913	62.7229198800397	78.5430674971924
"26-Bacillariophyta_bin7--"	0.265903676	1.586405631	0.279571451	0.150590186	0.783381013	0.196217107	0.195796686	0.141532146	0.18000351	0.177720771	0.195579851	0.131879291	0.138734281	0.109988889	0.101032911	0.9406	1.6198	0	1.485	1.109	0	1.3294	0.4594	0	1.9366	0.7964	0	1.3689	0.4698	0	0.6278	0.4286	0	"-"	"kegg:-_uniprot:-_pfam:-"	"Bacillariophyta_bin7_NODE_24666_length_6856_cov_1.897310_4"	"Bacillariophyta_bin7"	35.3737117947929	10.2105033438324	0	98.6120038393471	14.1565851303062	0	67.8969612386596	32.4590570399462	0	108.968692241381	40.7199410331896	0	98.6706378649124	42.7134053513351	0	0.853466666666667	0.864666666666667	0.596266666666667	0.911	0.6129	15.1947383795418	37.5895296565511	33.4520060928686	49.8962110915236	47.1280144054158
"27-Bacillariophyta_bin7--"	0.265903676	1.586405631	0.279571451	0.150590186	0.783381013	0.196217107	0.195796686	0.141532146	0.18000351	0.177720771	0.195579851	0.131879291	0.138734281	0.109988889	0.101032911	1.1208	2.008	2.074750185	0.9306	1.4007	1.293108702	0.8592	0.4222	0.793250382	1.9041	0.8341	0.319476455	1.0654	0.5379	0.470636934	0.7425	0.4914	0.465035737	"-"	"kegg:-_uniprot:-_pfam:-"	"Bacillariophyta_bin7_NODE_30951_length_5896_cov_2.701508_3"	"Bacillariophyta_bin7"	42.1506019345141	12.6575445823036	74.2118044449395	61.7968557393242	17.8801882705319	65.9019349418907	43.8822544728872	29.8306788904338	44.0686063288433	107.139980841069	42.6475424608029	24.2249145091324	76.7942856171215	48.9049398435146	46.5825372486793	1.73451672833333	1.208136234	0.691550127333333	1.019225485	0.691312311333333	43.0066503205857	48.5263263172489	39.2605132307214	58.0041459370014	57.4272542364385
"28-Bacillariophyta_bin7--"	0.265903676	1.586405631	0.279571451	0.150590186	0.783381013	0.196217107	0.195796686	0.141532146	0.18000351	0.177720771	0.195579851	0.131879291	0.138734281	0.109988889	0.101032911	0.834	1.5653	1.963363528	0.8575	1.242	0.939063728	1.0173	0.4388	0.584465504	1.437	0.8026	0.386021495	0.9095	0.6537	0.508889198	0.6511	0.4716	0.655524909	"-"	"kegg:hypothetical_protein_uniprot:B7G0C3_PHATC_Tubulin_alpha_chain_(TrEMBL)_pfam:Tubulin"	"Bacillariophyta_bin7_NODE_50644_length_4216_cov_2.277819_4"	"Bacillariophyta_bin7"	31.3647412681877	9.86695942962144	70.2276116168957	56.9426217456163	15.8543541315061	47.8584024786381	51.9569570242879	31.0035573119905	32.4696726191617	80.857177915349	41.0369471035132	29.2708197073944	65.5569765053239	59.4332760284541	50.3686564074156	1.454221176	1.012854576	0.680188501333333	0.875207165	0.690696399333333	37.1531041049016	40.2184594519202	38.4767289851467	50.3883149087522	58.4529696470645
"29-Bacillariophyta_bin7--"	0.265903676	1.586405631	0.279571451	0.150590186	0.783381013	0.196217107	0.195796686	0.141532146	0.18000351	0.177720771	0.195579851	0.131879291	0.138734281	0.109988889	0.101032911	1.0064	2.4286	1.122179031	1.3162	1.5369	1.167278051	1.0952	0.6299	0.85801816	1.8813	0.933	0.348679662	1.0866	0.9868	0.661703229	0.7754	0.6327	0.660881281	"-"	"kegg:-_uniprot:-_pfam:Abhydrolase_1"	"Bacillariophyta_bin7_NODE_61462_length_3697_cov_1.689636_3"	"Bacillariophyta_bin7"	37.848292101084	15.3088211018837	40.1392569586799	87.4027740426591	19.6188058492043	59.4891071857461	55.9355739044531	44.5057902252115	47.6667460540075	105.857069458696	47.7043005825789	26.4393036507908	78.3223866637547	89.7181532581896	65.4938299263692	1.519059677	1.340126017	0.861039386666667	1.054326554	0.911701076333333	31.0987900538826	55.5035623592031	49.369370061224	60.0002245640219	77.8447899494378
"30-Bacillariophyta_bin7--"	0.265903676	1.586405631	0.279571451	0.150590186	0.783381013	0.196217107	0.195796686	0.141532146	0.18000351	0.177720771	0.195579851	0.131879291	0.138734281	0.109988889	0.101032911	1.4289	2.5247	1.404432178	1.1722	1.5877	1.665558457	1.1911	0.6074	1.047195792	1.6898	0.7764	0.311096519	0.8738	0.5001	0.37890929	0.7474	0.3038	0.486873657	"-"	"kegg:Lhcf11_protein_fucoxanthin_chlorophyll_a/c_protein_uniprot:A0A1Z5KCV1_FISSO_Uncharacterized_protein_(TrEMBL)_pfam:Chloroa_b-bind"	"Bacillariophyta_bin7_NODE_74063_length_3252_cov_2.137280_3"	"Bacillariophyta_bin7"	53.7375045540927	15.9145930313456	50.2351786270194	77.840397912783	20.2672770165799	84.8834478535044	60.8335117582123	42.916045376716	58.1764095600136	95.0817392076248	39.697340806339	23.5894898009423	62.9837120069841	45.4682290681198	37.503550699435	1.786010726	1.475152819	0.948565264	0.925765506333333	0.584269763333333	39.9624254041526	60.9970409276224	53.9753222316473	52.7895232716353	48.6518305915129
"31-Bacillariophyta_bin9--"	0.331781715	0.914910419	0.315290893	0.253616055	0.189846389	0.41151596	1.043228434	0.163396979	1.234315025	0.384222138	0.14381904	0.092037324	0.10861153	0.081290157	0.119419208	1.1058	1.3058	0	1.2876	1.1928	0	1.462	0.7635	0	2.015	0.9027	0	0.8488	0.6766	0	1.6919	0.7485	0	"-"	"kegg:-_uniprot:-_pfam:RNA_pol_I_A49"	"Bacillariophyta_bin9_NODE_10861_length_11917_cov_4.887277_2"	"Bacillariophyta_bin9"	33.3291423247963	14.2724355618033	0	50.7696565187878	62.8297438936276	0	14.0141885741584	46.7266900938236	0	52.4436205182951	62.7663764130257	0	78.1500822242353	83.2327092196414	0	0.803866666666667	0.8268	0.741833333333333	0.972566666666667	0.508466666666667	15.8671926288665	37.8664668041385	20.246959555994	38.4033323104403	53.7942638146256
"32-Bacillariophyta_bin9--"	0.331781715	0.914910419	0.315290893	0.253616055	0.189846389	0.41151596	1.043228434	0.163396979	1.234315025	0.384222138	0.14381904	0.092037324	0.10861153	0.081290157	0.119419208	0.8783	2.2399	1.180328012	1.9313	1.4261	2.012404442	1.1571	0.53	1.193959832	2.376	0.9399	0.365195274	0.6707	0.7954	0.525991917	0.9159	0.5068	0.871914327	"-"	"kegg:-_uniprot:-_pfam:-"	"Bacillariophyta_bin9_NODE_11139_length_3939_cov_1.84837_3"	"Bacillariophyta_bin9"	26.472224365951	24.4821782929111	37.4361593755263	76.1505418101389	75.1186265649751	48.9022209976984	11.0915305055805	32.436340209203	9.67305596883583	61.8392269734338	65.3529602200098	39.6790408639	61.7521915030568	97.8470247018959	44.045838672787	1.43284267066667	1.789934814	0.960353277333333	1.227031758	0.664030639	29.4635206781294	66.7237964576041	17.7336422278731	55.6237426857812	67.8816849592466
"33-Bacillariophyta_bin9--"	0.331781715	0.914910419	0.315290893	0.253616055	0.189846389	0.41151596	1.043228434	0.163396979	1.234315025	0.384222138	0.14381904	0.092037324	0.10861153	0.081290157	0.119419208	1.1048	2.388	1.183717847	1.5853	1.5005	1.796493888	0.996	0.6489	1.375802398	1.6851	0.9081	0.931471109	1.329	1.0463	0.702731371	1.5361	0.5589	2.128646612	"-"	"kegg:hypothetical_protein_uniprot:B7G715_PHATC_Predicted_protein_(TrEMBL)_pfam:FoP_duplication"	"Bacillariophyta_bin9_NODE_32604_length_5690_cov_4.019953_3"	"Bacillariophyta_bin9"	33.2990020260761	26.1009160067287	37.5436738986305	62.5078723821329	79.0375844335917	43.6555094485278	9.54728578649918	39.7130965316072	11.1462825140608	43.857441655275	63.141848255975	101.205800920505	122.362699429793	128.711770110125	58.8457571247667	1.55883928233333	1.627431296	1.00690079933333	1.17489036966667	1.026010457	32.3145306438118	61.7336554214175	20.1355549440557	69.4016969439183	103.306742221562
"34-Bacillariophyta_bin9--"	0.331781715	0.914910419	0.315290893	0.253616055	0.189846389	0.41151596	1.043228434	0.163396979	1.234315025	0.384222138	0.14381904	0.092037324	0.10861153	0.081290157	0.119419208	1.205	1.7863	1.318071723	1.7873	1.9684	1.805775046	1.0454	0.3899	1.079042077	1.6388	0.738	0.952265918	1.0068	0.5426	0.567436576	2.2909	0.6719	1.186802626	"-"	"kegg:Lhcx3_protein_fucoxanthin_chlorophyll_a/c_protein_uniprot:B7FVF9_PHATC_Protein_fucoxanthin_chlorophyll_a/c_protein_(TrEMBL)_pfam:Chloroa_b-bind"	"Bacillariophyta_bin9_NODE_34132_length_5518_cov_3.386199_3"	"Bacillariophyta_bin9"	36.3190599578401	19.5243158554521	41.8049411595279	70.4726678285411	103.683826190658	43.881045245487	10.0208158245043	23.8621302784307	8.74203145181677	42.6524095808347	51.3144852030719	103.465189622419	92.6973406967013	66.7485486588493	47.5163573350779	1.436457241	1.85382501533333	0.838114025666667	1.10968863933333	0.705612192	32.54943899094	72.6791797548953	14.2083258515839	65.8106948021085	68.9874155635429
"35-Bacillariophyta_bin9--"	0.331781715	0.914910419	0.315290893	0.253616055	0.189846389	0.41151596	1.043228434	0.163396979	1.234315025	0.384222138	0.14381904	0.092037324	0.10861153	0.081290157	0.119419208	0.9308	1.7209	1.226089597	1.9894	1.3634	1.019236088	1.111	0.5032	0.940231502	1.4096	0.8256	0.444121003	1.3853	0.4583	0.67900914	1.3578	0.4802	0.901795626	"-"	"kegg:-_uniprot:-_pfam:-"	"Bacillariophyta_bin9_NODE_9223_length_4529_cov_1.97978_1"	"Bacillariophyta_bin9"	28.0545900487614	18.8094917738608	38.8875677738018	78.441406242992	71.8159564256974	24.7678386033922	10.6496330409644	30.7961630061716	7.61743544359755	36.6871104131954	57.4054728775828	48.2544454465017	127.546311151311	56.3782894403808	56.859290173822	1.29259653233333	1.45734536266667	0.851477167333333	0.893107001	0.840869713333333	28.583883198808	58.3417337573605	16.3544104969112	47.4490095790933	80.2612969218381
"36-Prok_bin1--"	3.215999997	26.47650952	8.397488365	39.78400558	11.06204616	8.879362573	7.125556367	1.16219297	23.00808817	18.03916455	3.084508789	1.175121412	1.221938488	0.390151172	0.304825224	0.8224	2.1215	0	2.2099	1.0447	0	0.8526	0.4637	0	1.8511	0.7945	0	0.8858	0.5229	0	1.2816	1.482	0	"-"	"kegg:-_uniprot:A0A059KR88_9BURK_Uncharacterized_protein_(TrEMBL)_pfam:Porin_8"	"Prok_bin1_NODE_3370_length_9311_cov_16.2872_4"	"Prok_bin1"	2.55721393273372	0.80127631567048	0	0.555474484728845	0.944400326024313	0	1.19653814535603	3.98987097641797	0	1.02615616974346	2.57577479705473	0	7.2491374050246	13.4024972248449	0	0.9813	1.08486666666667	0.438766666666667	0.881866666666667	0.469566666666667	1.11949674946807	0.499958270251053	1.72880304059133	1.2006436555994	6.88387820995651
"37-Prok_bin1--"	3.215999997	26.47650952	8.397488365	39.78400558	11.06204616	8.879362573	7.125556367	1.16219297	23.00808817	18.03916455	3.084508789	1.175121412	1.221938488	0.390151172	0.304825224	0.8434	2.169	0.846165419	2.1122	1.1751	0.990743458	0.9524	0.5099	1.084895849	1.8728	0.899	0.633379519	0.9506	0.7399	0.670831025	1.0641	0.8066	0.74027878	"-"	"kegg:-_uniprot:A0A059KM43_9BURK_Uncharacterized_protein_(TrEMBL)_pfam:Porin_1"	"Prok_bin1_NODE_543_length_39904_cov_20.2546_36"	"Prok_bin1"	2.62251244025732	0.819216746966426	1.00764107340326	0.530916877073291	1.06228086829824	1.11578218577605	1.33659738404537	4.38739532213829	0.471528030049269	1.03818555166958	2.91456455953707	5.38990705583365	7.77944233147029	18.9644438643388	22.0070706812636	1.286188473	1.426014486	0.849065283	1.13505983966667	0.787110341666667	1.483123420209	0.902993310382527	2.06517357874431	3.1142190556801	16.2503189590242
"38-Prok_bin1--"	3.215999997	26.47650952	8.397488365	39.78400558	11.06204616	8.879362573	7.125556367	1.16219297	23.00808817	18.03916455	3.084508789	1.175121412	1.221938488	0.390151172	0.304825224	0.8012	1.7856	0	1.9288	1.2188	0	0.7642	0.5305	0	1.4413	0.7699	0	0.4698	0.878	0	0.7498	0.9142	0	"-"	"kegg:-_uniprot:-_pfam:VPEP"	"Prok_bin1_NODE_655_length_33337_cov_11.3176_10"	"Prok_bin1"	2.49129353466228	0.674409139411364	0	0.484817949294084	1.10178531383022	0	1.07247765737869	4.56464643732959	0	0.79898378664105	2.49602141756128	0	3.84471071673127	22.5040974630213	0	0.862266666666667	1.0492	0.431566666666667	0.737066666666667	0.449266666666667	1.05523422469121	0.528867754374769	1.87904136490276	1.09833506806744	8.78293605991753
"39-Prok_bin15--"	0.186487625	0.298986092	2.012616149	0.204663014	0.726069279	0.554214852	0.434912257	0.077133419	0.399201022	0.205771216	0.277146153	0.092815678	0.123038372	0.066353526	0.074619575	0.4045	1.9843	0	0.3795	4.0261	0	0.2723	0.6542	0	2.1585	1.1805	0	0.4858	0.977	0	0.7076	0.5473	0	"-"	"kegg:glycosylasparaginase_uniprot:I2GQZ4_9BACT_N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase_(TrEMBL)_pfam:Asparaginase_2"	"Prok_bin15_NODE_141609_length_2105_cov_2.719414_1"	"Prok_bin15"	21.6904472883925	66.3676355888822	0	18.5426762062636	55.450631454137	0	6.26103301567792	84.8140803923135	0	104.898053379827	42.5948542753181	0	39.483617354755	147.24161003893	0	0.796266666666667	1.46853333333333	0.308833333333333	1.113	0.4876	29.3526942924249	24.6644358868002	30.3583711359971	49.1643025517152	62.2417424645617
"40-Prok_bin21--"	5.904992015	1.573313933	15.99478442	2.578271385	7.162323655	10.35230822	7.987925958	2.682235202	0.83806947	4.539055982	11.50326578	2.070959463	1.581577065	2.648390333	0.52965909	1.2108	1.3455	1.468148351	1.8572	1.1022	1.434238076	1.5201	0.6579	0.721530676	1.8909	1.0705	0.672320485	1.219	0.8378	1.019884586	2.0333	1.8295	1.214773417	"-"	"kegg:-_uniprot:-_pfam:CarboxypepD_reg"	"Prok_bin21_NODE_871_length_68360_cov_40.919672_32"	"Prok_bin21"	2.05046847976136	8.55201223213218	0.917891928048881	7.20327584910151	1.53888605582709	1.38542829823125	1.90299710837655	2.4528050318236	8.60943754459878	4.16584419204901	0.930605291117598	3.24642030426841	7.70749669413043	3.16343096997704	19.2554910366968	1.34148278366667	1.46454602533333	0.966510225333333	1.21124016166667	1.02556152866667	3.84012421331414	3.37586340105328	4.32174656159964	2.78095659581167	10.0421395669348
"41-Prok_bin22--"	0.521566898	0.658923722	0.673551573	1.684789705	0.634621987	0.567252167	1.576449306	1.59742059	1.025649459	1.127717903	2.314649689	3.501461041	0.470852155	0.883387592	0.543958688	0.6742	2.3211	0.570513427	1.1239	0.804	1.210600019	0.6653	0.4794	0.546310723	3.3077	0.8004	0.542198002	1.0707	0.5913	0.635958493	1.8651	3.4167	9.044735909	"-"	"kegg:malE_sugar_ABC_transporter_substrate-binding_protein_uniprot:A0A257FRD2_9BURK_Maltodextrin-binding_protein_(TrEMBL)_pfam:PBP_like_2"	"Prok_bin22_NODE_186_length_170454_cov_8.595425_85"	"Prok_bin22"	12.9264338397488	35.2256250989853	8.4702263326167	6.67086222490895	12.6689591043117	21.3414789652095	4.22024354013703	3.00108814798737	5.32648575208774	29.3309168117374	3.45797467238249	1.54849074615193	22.7396219520329	6.69355111340527	11.6913013254418	1.18860447566667	1.046166673	0.563670241	1.550099334	0.765986164333333	18.8740950904503	13.5604334314767	4.18260581340405	11.4457940767573	13.7081581302933
