contig,count.0.3.km,count.0.5.km,count.0.6.km,count.0.7.km,count.0.9.km,count.1.1.km,count.2.7.km,count.10.1.km,count.15.1.km,count.33.9.km,coverage.0.3.km,coverage.0.5.km,coverage.0.6.km,coverage.0.7.km,coverage.0.9.km,coverage.1.1.km,coverage.2.7.km,coverage.10.1.km,coverage.15.1.km,coverage.33.9.km,dataset.order,bin.number,lineage,annotation.1,annotation.2,hypothetical,gene.length,gc.gene,gc.contig,core.gene.percent
bin21;contig-4998-gene-6;Gammaproteobacteria-Thiotrichales;Cytochrome_D1_heme_domain;Nitrogen:nitrite,7,17,6,1,20,1,4,1,1,0,6.973854447,20.74339623,5.561455526,5.177628032,16.14393531,3.241778976,17.66927224,1.942318059,3.150404313,1.172237197,1806,bin21,Gammaproteobacteria-Thiotrichales,Cytochrome_D1_heme_domain,Nitrogen:nitrite,known,705,47,47,80
bin30;contig-5-gene-18;Alphaproteobacteria;ABC-type_branched-chain_amino_acid_transport_systems_periplasmic_component;-,10,0,3,5,2,10,2,2,0,0,8.186881749,20.39461832,7.599866396,15.72932536,7.180479482,4.401159905,4.840770803,1.339814479,1.622045524,1.936934681,1807,bin30,Alphaproteobacteria,ABC-type_branched-chain_amino_acid_transport_systems_periplasmic_component,-,known,1338,47.9,47.9,97
bin19;contig-5026-gene-1;Gammaproteobacteria;Beta_oxidation_step_4;-,10,0,12,5,17,4,11,7,4,4,10.8125,11.05654762,8.151190476,11.77053571,17.84017857,6.799702381,8.053869048,5.895535714,6.579464286,6.4875,1808,bin19,Gammaproteobacteria,Beta_oxidation_step_4,-,known,807,49.6,49.7,48
bin19;contig-5026-gene-3;Gammaproteobacteria;Phosphoenolpyruvate_carboxykinase_(ATP);-,1,1,1,2,10,1,0,4,4,4,10.8125,11.05654762,8.151190476,11.77053571,17.84017857,6.799702381,8.053869048,5.895535714,6.579464286,6.4875,1809,bin19,Gammaproteobacteria,Phosphoenolpyruvate_carboxykinase_(ATP),-,known,1563,49.1,49.1,48
bin42;contig-5034-gene-3;Bacteroidetes;FOG:_PKD_repeat;-,3,12,0,0,8,0,6,0,0,0,11.72020085,38.1820516,7.336913649,19.38053606,9.202701868,2.553967205,10.60935235,1.326785981,1.577342068,2.673887463,1810,bin42,Bacteroidetes,FOG:_PKD_repeat,-,known,1515,38.3,38.4,32
bin1;contig-5041-gene-1;Gammaproteobacteria-Thiotrichaceae;Subtilisin-like_serine_proteases;-,3,1,0,15,2,0,12,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1811,bin1,Gammaproteobacteria-Thiotrichaceae,Subtilisin-like_serine_proteases,-,known,3051,34.4,34.4,83
bin28;contig-5078-gene-4;Alphaproteobacteria;Flagellin_and_related_hook-associated_proteins;-,47,6,4,10,19,32,8,40,34,13,9.653179154,10.48549237,8.636261299,12.17254705,8.904377024,6.835511003,5.438817438,6.858934984,7.362277312,3.76097234,1812,bin28,Alphaproteobacteria,Flagellin_and_related_hook-associated_proteins,-,known,1182,44.4,44.5,41
bin28;contig-5078-gene-5;Alphaproteobacteria;Flagellar_hook_protein_FlgE;-,3,2,0,0,1,2,1,11,3,3,9.653179154,10.48549237,8.636261299,12.17254705,8.904377024,6.835511003,5.438817438,6.858934984,7.362277312,3.76097234,1813,bin28,Alphaproteobacteria,Flagellar_hook_protein_FlgE,-,known,1644,43.4,43.5,41
bin3;contig-5080-gene-8;Gammaproteobacteria-Thiotrichaceae;Methyl-viologen-reducing_hydrogenase_delta_subunit;-,2,2,1,2,26,0,1,0,0,0,6.024868468,11.12790897,1.599207701,6.956919534,17.90581007,0.671471934,4.73542108,0.493408822,0.605999785,0.501714275,1814,bin3,Gammaproteobacteria-Thiotrichaceae,Methyl-viologen-reducing_hydrogenase_delta_subunit,-,known,2223,40.8,40.8,76
bin4;contig-5094-gene-1;Gammaproteobacteria;Acyl-CoA_dehydrogenases;-,4,14,0,0,6,0,11,0,0,0,14.24133221,100.2300183,7.163121705,16.63774506,14.1054175,2.31953456,20.46687766,2.600071475,2.737753041,2.112170962,1815,bin4,Gammaproteobacteria,Acyl-CoA_dehydrogenases,-,known,1809,39.5,39.5,41
bin1;contig-5106-gene-5;Gammaproteobacteria-Thiotrichaceae;Enolase;-,1,1,0,12,0,0,4,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1816,bin1,Gammaproteobacteria-Thiotrichaceae,Enolase,-,known,1290,35.9,35.9,83
bin21;contig-5109-gene-6;Gammaproteobacteria-Thiotrichales;Ketol-acid_reductoisomerase;-,10,10,4,0,6,0,6,0,2,0,6.973854447,20.74339623,5.561455526,5.177628032,16.14393531,3.241778976,17.66927224,1.942318059,3.150404313,1.172237197,1817,bin21,Gammaproteobacteria-Thiotrichales,Ketol-acid_reductoisomerase,-,known,1017,50.9,51,80
bin1;contig-5112-gene-5;Gammaproteobacteria-Thiotrichaceae;Acyl-coenzyme_A_synthetases/AMP-(fatty)_acid_ligases;-,4,5,2,36,2,0,12,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1818,bin1,Gammaproteobacteria-Thiotrichaceae,Acyl-coenzyme_A_synthetases/AMP-(fatty)_acid_ligases,-,known,1938,40.8,40.8,83
bin9;contig-5128-gene-5;Gammaproteobacteria-Cycloclasticus;FOG:_EAL_domain;-,1,1,1,0,0,10,0,0,1,0,29.16253188,23.48027632,27.06585296,13.69591078,13.20462047,26.02246276,13.85143696,7.078757414,5.241950282,2.301095557,1819,bin9,Gammaproteobacteria-Cycloclasticus,FOG:_EAL_domain,-,known,1839,40.5,40.5,48
bin7;contig-5134-gene-4;Gammaproteobacteria-Colwellia;Sulfite_reductase_alpha_subunit_(flavoprotein);Sulfur_metabolism,1,0,0,0,0,1,0,17,2,1,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,1820,bin7,Gammaproteobacteria-Colwellia,Sulfite_reductase_alpha_subunit_(flavoprotein),Sulfur_metabolism,known,1839,39.4,39.4,57
bin7;contig-5134-gene-5;Gammaproteobacteria-Colwellia;Sulfite_reductase_beta_subunit_(hemoprotein);Sulfur_metabolism,0,1,0,0,0,5,0,66,14,5,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,1821,bin7,Gammaproteobacteria-Colwellia,Sulfite_reductase_beta_subunit_(hemoprotein),Sulfur_metabolism,known,1740,40.9,40.9,57
bin7;contig-5134-gene-6;Gammaproteobacteria-Colwellia;3'-phosphoadenosine_5'-phosphosulfate_sulfotransferase_(PAPS_reductase)/FAD_synthetase_and_related_enzymes;Sulfur_metabolism,1,0,0,0,0,0,0,16,8,4,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,1822,bin7,Gammaproteobacteria-Colwellia,3'-phosphoadenosine_5'-phosphosulfate_sulfotransferase_(PAPS_reductase)/FAD_synthetase_and_related_enzymes,Sulfur_metabolism,known,753,44,44,57
bin14;contig-5142-gene-6;Gammaproteobacteria-Cellvibrionales;N-acyl-D-aspartate/D-glutamate_deacylase;-,5,4,4,2,15,2,6,7,3,0,22.66167247,29.27665505,15.42439024,25.428223,44.62264808,7.624738676,13.93554007,9.600696864,10.77909408,5.391637631,1823,bin14,Gammaproteobacteria-Cellvibrionales,N-acyl-D-aspartate/D-glutamate_deacylase,-,known,1740,49.8,49.9,82
bin1;contig-5145-gene-4;Gammaproteobacteria-Thiotrichaceae;Adenylosuccinate_synthase;-,2,4,1,19,3,1,8,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1824,bin1,Gammaproteobacteria-Thiotrichaceae,Adenylosuccinate_synthase,-,known,1335,36.6,36.6,83
bin24;contig-5149-gene-3;Gammaproteobacteria;4-diphosphocytidyl-2C-methyl-D-erythritol_2-phosphate_synthase;-,16,1,1,5,0,1,4,1,0,1,5.243028486,12.02068966,7.822788606,89.88965517,3.050224888,8.404797601,11.77556222,1.403598201,1.652323838,2.542278861,1825,bin24,Gammaproteobacteria,4-diphosphocytidyl-2C-methyl-D-erythritol_2-phosphate_synthase,-,known,870,44.5,44.5,76
bin8;contig-516-gene-11;Gammaproteobacteria-Cycloclasticus;Ammonia_monooxygenase/methane_monooxygenase_subunit_C;Hydrocarbon_degradation:_alkanes,6,14,0,3,12,0,6,0,0,1,17.87826639,64.39166783,7.337478507,7.371782254,8.128347729,3.436753822,15.43006671,2.199166241,2.023381141,1.46105091,1826,bin8,Gammaproteobacteria-Cycloclasticus,Ammonia_monooxygenase/methane_monooxygenase_subunit_C,Hydrocarbon_degradation:_alkanes,known,780,36.9,36.9,50
bin8;contig-516-gene-13;Gammaproteobacteria-Cycloclasticus;Monooxygenase_subunit_B_protein;Hydrocarbon_degradation:_alkanes,6,13,0,0,6,0,7,0,0,0,17.87826639,64.39166783,7.337478507,7.371782254,8.128347729,3.436753822,15.43006671,2.199166241,2.023381141,1.46105091,1827,bin8,Gammaproteobacteria-Cycloclasticus,Monooxygenase_subunit_B_protein,Hydrocarbon_degradation:_alkanes,known,1251,41.2,41.2,50
bin1;contig-5161-gene-3;Gammaproteobacteria-Thiotrichaceae;-;-,14,9,5,142,19,5,87,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1828,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,4617,35.5,35.5,83
bin18;contig-5171-gene-5;Gammaproteobacteria;Acyl_dehydratase;-,1,10,3,0,6,2,8,0,5,1,2.781512605,35.93655462,5.068487395,3.871008403,11.24180672,5.452941176,29.97289916,1.095168067,1.235504202,1.030882353,1829,bin18,Gammaproteobacteria,Acyl_dehydratase,-,known,456,47.4,47.1,79
bin15;contig-5175-gene-1;Gammaproteobacteria-Cellvibrionales;Malate_synthase;-,15,10,8,1,11,7,2,14,3,0,18.67457143,22.29342857,31.28142857,16.14228571,20.66714286,34.17,8.015714286,22.76914286,10.13142857,4.318857143,1830,bin15,Gammaproteobacteria-Cellvibrionales,Malate_synthase,-,known,1509,52,51.9,80
bin8;contig-5188-gene-7;Gammaproteobacteria-Cycloclasticus;Acyl-CoA_dehydrogenases;-,0,12,1,0,2,0,3,0,0,0,17.87826639,64.39166783,7.337478507,7.371782254,8.128347729,3.436753822,15.43006671,2.199166241,2.023381141,1.46105091,1831,bin8,Gammaproteobacteria-Cycloclasticus,Acyl-CoA_dehydrogenases,-,known,1179,43.5,43.5,50
bin1;contig-5202-gene-1;Gammaproteobacteria-Thiotrichaceae;Predicted_Fe-S-cluster_redox_enzyme_-_COG0820;-,2,0,0,15,1,1,8,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1832,bin1,Gammaproteobacteria-Thiotrichaceae,Predicted_Fe-S-cluster_redox_enzyme_-_COG0820,-,known,1062,33.6,33.6,83
bin1;contig-5202-gene-3;Gammaproteobacteria-Thiotrichaceae;Uncharacterized_protein_conserved_in_bacteria;-,0,0,0,10,0,0,1,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1833,bin1,Gammaproteobacteria-Thiotrichaceae,Uncharacterized_protein_conserved_in_bacteria,-,known,987,32.7,32.7,83
bin1;contig-5202-gene-4;Gammaproteobacteria-Thiotrichaceae;Enzyme_involved_in_the_deoxyxylulose_pathway_of_isoprenoid_biosynthesis;-,1,1,0,11,1,0,3,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1834,bin1,Gammaproteobacteria-Thiotrichaceae,Enzyme_involved_in_the_deoxyxylulose_pathway_of_isoprenoid_biosynthesis,-,known,1065,36,36,83
bin1;contig-5202-gene-5;Gammaproteobacteria-Thiotrichaceae;-;-,0,1,0,10,3,0,7,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1835,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,2265,34.3,34.3,83
bin1;contig-5205-gene-3;Gammaproteobacteria-Thiotrichaceae;Serine_phosphatase_RsbU_regulator_of_sigma_subunit;-,1,1,0,10,1,0,3,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1836,bin1,Gammaproteobacteria-Thiotrichaceae,Serine_phosphatase_RsbU_regulator_of_sigma_subunit,-,known,2073,32.3,32.3,83
bin23;contig-5206-gene-1;Gammaproteobacteria;Cold_shock_proteins;-,1,0,0,2,1,1,0,10,4,1,9.920888889,15.44782222,7.677866667,18.3144,9.886755556,3.484622222,4.740266667,3.758844444,5.204444444,1.412088889,1837,bin23,Gammaproteobacteria,Cold_shock_proteins,-,known,207,39.1,38.6,64
bin1;contig-5215-gene-1;Gammaproteobacteria-Thiotrichaceae;Ribosomal_protein_S9;-,4,1,0,10,4,1,1,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1838,bin1,Gammaproteobacteria-Thiotrichaceae,Ribosomal_protein_S9,-,known,375,40,40.3,83
bin1;contig-5215-gene-2;Gammaproteobacteria-Thiotrichaceae;Ribosomal_protein_L13;-,2,0,2,24,4,1,5,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1839,bin1,Gammaproteobacteria-Thiotrichaceae,Ribosomal_protein_L13,-,known,435,33.3,33.3,83
bin1;contig-5216-gene-2;Gammaproteobacteria-Thiotrichaceae;Rhodanese-related_sulfurtransferase;-,1,0,0,10,0,0,0,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1840,bin1,Gammaproteobacteria-Thiotrichaceae,Rhodanese-related_sulfurtransferase,-,known,444,37.4,37.6,83
bin1;contig-522-gene-1;Gammaproteobacteria-Thiotrichaceae;Primosomal_protein_N'_(replication_factor_Y)_-_superfamily_II_helicase;-,0,2,1,11,1,0,1,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1841,bin1,Gammaproteobacteria-Thiotrichaceae,Primosomal_protein_N'_(replication_factor_Y)_-_superfamily_II_helicase,-,known,2184,33.3,33.3,83
bin1;contig-522-gene-11;Gammaproteobacteria-Thiotrichaceae;Uncharacterized_protein_conserved_in_bacteria;-,2,0,0,15,2,0,6,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1842,bin1,Gammaproteobacteria-Thiotrichaceae,Uncharacterized_protein_conserved_in_bacteria,-,known,567,36.3,36.3,83
bin1;contig-522-gene-14;Gammaproteobacteria-Thiotrichaceae;GTPases;-,3,6,1,71,11,0,20,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1843,bin1,Gammaproteobacteria-Thiotrichaceae,GTPases,-,known,1269,35.1,35.1,83
bin1;contig-522-gene-15;Gammaproteobacteria-Thiotrichaceae;Membrane_protease_subunits_stomatin/prohibitin_homologs;-,2,0,0,21,8,1,6,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1844,bin1,Gammaproteobacteria-Thiotrichaceae,Membrane_protease_subunits_stomatin/prohibitin_homologs,-,known,1122,35.5,35.5,83
bin1;contig-522-gene-16;Gammaproteobacteria-Thiotrichaceae;Membrane_protease_subunits_stomatin/prohibitin_homologs;-,5,0,1,34,4,0,13,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1845,bin1,Gammaproteobacteria-Thiotrichaceae,Membrane_protease_subunits_stomatin/prohibitin_homologs,-,known,1155,33.4,33.4,83
bin1;contig-522-gene-2;Gammaproteobacteria-Thiotrichaceae;Cold_shock_proteins;-,5,21,4,169,24,1,67,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1846,bin1,Gammaproteobacteria-Thiotrichaceae,Cold_shock_proteins,-,known,204,37.7,37.7,83
bin1;contig-522-gene-3;Gammaproteobacteria-Thiotrichaceae;Prokaryotic_N-terminal_methylation_motif;-,2,2,1,23,3,1,15,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1847,bin1,Gammaproteobacteria-Thiotrichaceae,Prokaryotic_N-terminal_methylation_motif,-,known,633,32.2,32.1,83
bin16;contig-5237-gene-3;Gammaproteobacteria;Sulfite_reductase_beta_subunit_(hemoprotein);Sulfur_metabolism,3,0,3,2,12,4,2,1,1,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,1848,bin16,Gammaproteobacteria,Sulfite_reductase_beta_subunit_(hemoprotein),Sulfur_metabolism,known,1662,44.5,44.5,38
bin1;contig-524-gene-16;Gammaproteobacteria-Thiotrichaceae;UDP-N-acetylmuramate-alanine_ligase;-,0,1,0,14,2,0,6,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1849,bin1,Gammaproteobacteria-Thiotrichaceae,UDP-N-acetylmuramate-alanine_ligase,-,known,1398,35.3,35.3,83
bin1;contig-524-gene-7;Gammaproteobacteria-Thiotrichaceae;Serine_phosphatase_RsbU_regulator_of_sigma_subunit;-,2,2,0,14,4,1,5,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1850,bin1,Gammaproteobacteria-Thiotrichaceae,Serine_phosphatase_RsbU_regulator_of_sigma_subunit,-,known,1665,31.2,31.2,83
bin1;contig-524-gene-8;Gammaproteobacteria-Thiotrichaceae;Phosphomannomutase;-,1,0,0,15,3,1,3,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1851,bin1,Gammaproteobacteria-Thiotrichaceae,Phosphomannomutase,-,known,1344,36.9,36.9,83
bin14;contig-5253-gene-1;Gammaproteobacteria-Cellvibrionales;-;-,3,1,1,5,15,0,2,0,5,0,22.66167247,29.27665505,15.42439024,25.428223,44.62264808,7.624738676,13.93554007,9.600696864,10.77909408,5.391637631,1852,bin14,Gammaproteobacteria-Cellvibrionales,-,-,hypothetical,474,54.2,54,82
bin14;contig-5253-gene-4;Gammaproteobacteria-Cellvibrionales;Zn-dependent_alcohol_dehydrogenases;Alkane_degradation_pathway,3,3,3,4,27,0,4,0,1,0,22.66167247,29.27665505,15.42439024,25.428223,44.62264808,7.624738676,13.93554007,9.600696864,10.77909408,5.391637631,1853,bin14,Gammaproteobacteria-Cellvibrionales,Zn-dependent_alcohol_dehydrogenases,Alkane_degradation_pathway,known,1053,51.6,51.6,82
bin1;contig-5262-gene-1;Gammaproteobacteria-Thiotrichaceae;Cna_protein_B-type_domain;-,66,43,15,452,30,12,168,0,1,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1854,bin1,Gammaproteobacteria-Thiotrichaceae,Cna_protein_B-type_domain,-,known,4680,34.8,34.8,83
bin1;contig-5262-gene-2;Gammaproteobacteria-Thiotrichaceae;-;-,0,2,0,10,1,1,4,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1855,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,1326,30.9,30.9,83
bin1;contig-5282-gene-1;Gammaproteobacteria-Thiotrichaceae;Ferredoxin;-,3,0,0,22,3,1,13,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1856,bin1,Gammaproteobacteria-Thiotrichaceae,Ferredoxin,-,known,2526,34.8,34.8,83
bin21;contig-529-gene-26;Gammaproteobacteria-Thiotrichales;DNA-directed_RNA_polymerase_alpha_subunit/40_kD_subunit;-,2,7,3,0,14,0,5,0,2,0,6.973854447,20.74339623,5.561455526,5.177628032,16.14393531,3.241778976,17.66927224,1.942318059,3.150404313,1.172237197,1857,bin21,Gammaproteobacteria-Thiotrichales,DNA-directed_RNA_polymerase_alpha_subunit/40_kD_subunit,-,known,984,44.7,44.7,80
bin21;contig-529-gene-6;Gammaproteobacteria-Thiotrichales;Ribosomal_protein_L2;-,4,5,5,0,10,0,6,3,0,0,6.973854447,20.74339623,5.561455526,5.177628032,16.14393531,3.241778976,17.66927224,1.942318059,3.150404313,1.172237197,1858,bin21,Gammaproteobacteria-Thiotrichales,Ribosomal_protein_L2,-,known,828,49.4,49.4,80
bin21;contig-529-gene-9;Gammaproteobacteria-Thiotrichales;Ribosomal_protein_S3;-,12,5,2,0,7,0,4,0,1,0,6.973854447,20.74339623,5.561455526,5.177628032,16.14393531,3.241778976,17.66927224,1.942318059,3.150404313,1.172237197,1859,bin21,Gammaproteobacteria-Thiotrichales,Ribosomal_protein_S3,-,known,693,48.2,48.2,80
bin10;contig-5293-gene-1;Gammaproteobacteria;-;-,11,10,3,1,8,0,5,1,0,0,42.90822256,34.745931,12.97469049,6.344981193,7.543381052,3.883510442,17.77241488,1.940106922,1.61959163,1.63061072,1860,bin10,Gammaproteobacteria,-,-,hypothetical,2100,42.3,42.3,17
bin17;contig-5304-gene-5;Gammaproteobacteria;Methylase_of_chemotaxis_methyl-accepting_proteins;-,0,1,0,0,1,2,0,24,7,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1861,bin17,Gammaproteobacteria,Methylase_of_chemotaxis_methyl-accepting_proteins,-,known,852,45.3,45.3,31
bin17;contig-5304-gene-6;Gammaproteobacteria;Chemotaxis_signal_transduction_protein;-,1,0,0,0,0,0,0,16,5,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1862,bin17,Gammaproteobacteria,Chemotaxis_signal_transduction_protein,-,known,936,44.4,44.4,31
bin17;contig-5304-gene-7;Gammaproteobacteria;Flagellar_basal_body_P-ring_biosynthesis_protein;-,0,0,0,0,0,3,0,16,3,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1863,bin17,Gammaproteobacteria,Flagellar_basal_body_P-ring_biosynthesis_protein,-,known,720,45.4,45.4,31
bin17;contig-5304-gene-8;Gammaproteobacteria;Negative_regulator_of_flagellin_synthesis_(anti-sigma28_factor);-,2,0,1,0,0,1,1,16,0,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1864,bin17,Gammaproteobacteria,Negative_regulator_of_flagellin_synthesis_(anti-sigma28_factor),-,known,300,47.3,47.3,31
bin17;contig-5310-gene-1;Gammaproteobacteria;UDP-3-O-[3-hydroxymyristoyl]_glucosamine_N-acyltransferase;-,1,0,0,0,0,0,0,22,13,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1865,bin17,Gammaproteobacteria,UDP-3-O-[3-hydroxymyristoyl]_glucosamine_N-acyltransferase,-,known,1038,45.1,45.1,31
bin17;contig-5310-gene-3;Gammaproteobacteria;Outer_membrane_protein/protective_antigen_OMA87;-,0,0,0,1,4,1,0,40,11,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1866,bin17,Gammaproteobacteria,Outer_membrane_protein/protective_antigen_OMA87,-,known,2721,42.7,42.7,31
bin17;contig-5310-gene-5;Gammaproteobacteria;CDP-diglyceride_synthetase;-,0,0,0,0,1,1,0,24,7,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1867,bin17,Gammaproteobacteria,CDP-diglyceride_synthetase,-,known,876,48.7,48.7,31
bin39;contig-5324-gene-3;Deltaproteobacteria;Cation/multidrug_efflux_pump;-,1,3,0,3,0,0,0,13,11,6,15.514397,89.68740631,3.597179797,9.831505987,22.23029756,0.849166951,17.91122532,0.436401679,0.528400524,0.555091314,1868,bin39,Deltaproteobacteria,Cation/multidrug_efflux_pump,-,known,3480,34,34,54
bin36;contig-533-gene-1;Deltaproteobacteria;-;-,2,0,0,5,12,0,1,0,0,0,5.755137836,11.68575878,1.150372166,26.99308376,8.365025643,0.456481,7.208853833,0.186804922,0.244185521,0.250845919,1869,bin36,Deltaproteobacteria,-,-,hypothetical,2640,32.6,32.6,88
bin1;contig-5338-gene-2;Gammaproteobacteria-Thiotrichaceae;-;-,0,6,0,21,2,0,9,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1870,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,150,35.3,35.3,83
bin1;contig-5338-gene-3;Gammaproteobacteria-Thiotrichaceae;Heme/copper-type_cytochrome/quinol_oxidases_subunit_2;OP:_Cytochrome_c_oxidase_cbb3-type_EC:1.9.3.1,2,4,0,16,4,0,11,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1871,bin1,Gammaproteobacteria-Thiotrichaceae,Heme/copper-type_cytochrome/quinol_oxidases_subunit_2,OP:_Cytochrome_c_oxidase_cbb3-type_EC:1.9.3.1,known,549,35.5,35.5,83
bin1;contig-5338-gene-4;Gammaproteobacteria-Thiotrichaceae;Heme/copper-type_cytochrome/quinol_oxidases_subunit_1;OP:_Cytochrome_c_oxidase_cbb3-type_EC:1.9.3.1,4,11,1,62,11,7,25,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1872,bin1,Gammaproteobacteria-Thiotrichaceae,Heme/copper-type_cytochrome/quinol_oxidases_subunit_1,OP:_Cytochrome_c_oxidase_cbb3-type_EC:1.9.3.1,known,1740,38.5,38.5,83
bin13;contig-5351-gene-1;Gammaproteobacteria;Predicted_ATPase_with_chaperone_activity_-_COG0606;-,1,1,5,0,2,18,3,34,9,7,56.77994792,123.4479167,47.00208333,48.42395833,68.1015625,34.11380208,42.93411458,27.56614583,20.7078125,14.43697917,1873,bin13,Gammaproteobacteria,Predicted_ATPase_with_chaperone_activity_-_COG0606,-,known,1479,58.4,58.4,14
bin13;contig-5351-gene-2;Gammaproteobacteria;Uncharacterized_conserved_protein_-_COG3360;-,3,2,9,0,1,21,0,55,16,5,56.77994792,123.4479167,47.00208333,48.42395833,68.1015625,34.11380208,42.93411458,27.56614583,20.7078125,14.43697917,1874,bin13,Gammaproteobacteria,Uncharacterized_conserved_protein_-_COG3360,-,known,210,50,50,14
